"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M"
"0500000US01019","Cherokee County, Alabama","25853","*****","25455","*****","23730","22","1267","76","236","130","42","47","0","22","0","22","180","136","0","22","180","136","398","*****","267","84","0","22","0","22","13","21","0","22","90","67","28","44","0","22","28","44"
"0500000US01021","Chilton County, Alabama","43930","*****","40514","*****","35205","93","4112","333","39","178","190","61","0","25","80","93","888","383","12","20","876","383","3416","*****","1394","692","36","53","84","100","0","25","0","25","1778","700","124","108","85","97","39","49"
"0500000US01023","Choctaw County, Alabama","13075","*****","13002","63","7370","11","5570","75","9","9","13","22","0","19","5","11","35","28","0","19","35","28","73","63","50","55","20","32","0","19","0","19","0","19","3","6","0","19","0","19","0","19"
"0500000US01025","Clarke County, Alabama","24387","*****","24339","43","12895","22","11173","91","25","30","123","22","0","22","0","22","123","73","0","22","123","73","48","43","40","43","0","22","0","22","0","22","0","22","0","22","8","12","8","12","0","22"
"0500000US01027","Clay County, Alabama","13378","*****","12963","*****","10740","19","1971","61","119","36","18","22","0","19","26","31","89","62","0","19","89","62","415","*****","366","62","6","12","36","56","0","19","0","19","0","19","7","13","7","13","0","19"
"0500000US01029","Cleburne County, Alabama","14938","*****","14576","*****","13839","21","393","73","39","65","3","6","0","19","11","21","291","76","0","19","291","76","362","*****","229","122","0","19","0","19","0","19","0","19","115","124","18","27","18","27","0","19"
"0500000US01031","Coffee County, Alabama","51288","*****","47739","*****","36223","56","8746","281","581","92","666","102","0","28","41","56","1482","315","0","28","1482","315","3549","*****","2700","376","83","71","36","39","0","28","0","28","603","364","127","148","10","10","117","148"
"0500000US01033","Colbert County, Alabama","54495","*****","53146","*****","42865","35","8561","277","367","160","244","47","29","34","18","29","1062","291","11","17","1051","287","1349","*****","423","183","54","52","0","28","23","37","0","28","705","216","144","113","139","113","5","9"
"0500000US01035","Conecuh County, Alabama","12514","*****","12409","108","6274","5","5961","140","56","46","18","19","0","19","2","5","98","87","0","19","98","87","105","108","95","106","10","20","0","19","0","19","0","19","0","19","0","19","0","19","0","19"
"0500000US01037","Coosa County, Alabama","10855","*****","10805","48","7084","19","3713","49","8","12","0","19","0","19","0","19","0","19","0","19","0","19","50","48","49","47","0","19","1","2","0","19","0","19","0","19","0","19","0","19","0","19"
"0500000US01039","Covington County, Alabama","37351","*****","36747","*****","31146","25","4790","90","58","70","144","39","13","21","0","25","596","114","0","25","596","114","604","*****","478","82","36","30","0","25","15","33","0","25","70","70","5","8","0","25","5","8"
"0500000US01041","Crenshaw County, Alabama","13865","*****","13590","*****","9869","19","3147","146","106","22","188","19","0","19","0","19","280","146","0","19","280","146","275","*****","69","57","51","70","3","5","0","19","0","19","146","104","6","13","6","13","0","19"
"0500000US01043","Cullman County, Alabama","82313","*****","78770","*****","75826","97","954","85","348","155","334","145","0","28","9","13","1299","237","71","97","1228","232","3543","*****","2566","357","44","57","0","28","0","28","3","4","784","353","146","105","100","95","46","43"
"0500000US01045","Dale County, Alabama","49255","*****","46185","*****","34005","187","9611","206","300","121","533","102","4","6","244","210","1488","254","32","50","1456","259","3070","*****","1884","372","138","82","77","82","100","148","0","25","703","342","168","102","18","24","150","103"
"0500000US01047","Dallas County, Alabama","40029","*****","39617","*****","11024","25","28119","44","10","19","224","21","4","8","0","25","236","48","9","16","227","47","412","*****","233","125","91","99","0","25","0","25","19","33","25","42","44","51","24","40","20","33"
"0500000US01049","DeKalb County, Alabama","71200","*****","60980","*****","57441","24","979","146","910","239","140","71","99","117","11","20","1400","277","8","13","1392","275","10220","*****","3531","880","25","33","24","30","0","28","522","514","5888","927","230","150","139","123","91","78"
"0500000US01051","Elmore County, Alabama","81212","*****","78865","*****","59471","210","17148","233","186","92","392","133","0","28","197","210","1471","281","21","22","1450","285","2347","*****","1353","255","254","145","23","35","0","28","0","28","577","257","140","104","49","56","91","86"
"0500000US01053","Escambia County, Alabama","37328","*****","36490","*****","22480","40","11912","263","1435","82","135","157","72","86","39","40","417","178","6","10","411","178","838","*****","615","130","8","16","2","4","0","25","0","25","193","120","20","35","20","35","0","25"
"0500000US01055","Etowah County, Alabama","102939","*****","99059","*****","80374","87","15816","194","424","144","739","92","66","71","80","87","1560","234","0","28","1560","234","3880","*****","2336","392","396","244","327","120","0","28","0","28","671","330","150","84","76","74","74","49"
"0500000US01057","Fayette County, Alabama","16585","*****","16300","*****","14042","19","1858","169","0","19","108","68","6","13","0","19","286","146","0","19","286","146","285","*****","53","69","120","98","0","19","0","19","0","19","0","19","112","99","0","19","112","99"
"0500000US01059","Franklin County, Alabama","31542","*****","26209","*****","24313","29","1338","96","159","101","119","6","0","25","17","29","263","129","0","25","263","129","5333","*****","2154","609","50","77","329","324","0","25","0","25","2750","609","50","36","21","15","29","32"
"0500000US01061","Geneva County, Alabama","26491","*****","25464","*****","22235","22","2468","125","191","58","109","16","4","7","0","22","457","139","0","22","457","139","1027","*****","636","212","61","95","19","31","0","22","0","22","243","170","68","89","68","89","0","22"
"0500000US01063","Greene County, Alabama","8426","*****","8283","193","1445","17","6707","230","48","81","0","17","0","17","0","17","83","87","22","40","61","73","143","193","0","17","6","7","0","17","0","17","0","17","0","17","137","195","0","17","137","195"
"0500000US01065","Hale County, Alabama","14887","*****","14757","128","5898","25","8743","143","29","45","39","41","0","19","16","25","32","49","0","19","32","49","130","128","0","19","5","9","0","19","0","19","0","19","85","92","40","52","40","52","0","19"
"0500000US01067","Henry County, Alabama","17124","*****","16676","*****","11805","19","4727","101","4","7","0","19","0","19","0","19","140","101","0","19","140","101","448","*****","374","79","22","54","0","19","0","19","0","19","37","37","15","21","15","21","0","19"
"0500000US01069","Houston County, Alabama","104352","*****","100915","*****","69826","37","27887","153","277","77","848","54","13","20","75","38","1989","171","80","51","1909","177","3437","*****","2561","152","191","86","28","23","25","17","5","8","447","123","180","57","95","49","85","36"
"0500000US01071","Jackson County, Alabama","52094","*****","50589","*****","46537","64","1799","162","545","174","215","47","77","81","50","65","1366","225","5","7","1361","224","1505","*****","875","262","0","28","70","97","0","28","0","28","502","259","58","46","26","36","32","27"
"0500000US01073","Jefferson County, Alabama","659892","*****","634844","*****","330862","187","280748","1302","1265","318","10169","659","206","27","1465","656","10129","1379","486","339","9643","1344","25048","*****","11729","1146","954","376","299","184","81","82","9","15","10933","1211","1043","311","851","320","192","98"
"0500000US01075","Lamar County, Alabama","13933","*****","13715","*****","11981","19","1558","134","0","19","0","19","0","19","107","136","69","61","0","19","69","61","218","*****","206","20","0","19","0","19","0","19","0","19","12","20","0","19","0","19","0","19"
"0500000US01077","Lauderdale County, Alabama","92585","*****","90173","*****","78501","52","9183","255","417","121","612","64","61","48","109","89","1290","302","10","15","1280","301","2412","*****","2060","169","181","153","0","28","0","28","0","28","70","48","101","59","66","53","35","32"
"0500000US01079","Lawrence County, Alabama","33171","*****","32464","*****","25390","46","3615","218","1878","326","44","63","24","34","0","25","1513","372","39","46","1474","372","707","*****","552","182","12","22","0","25","0","25","0","25","5","9","138","184","128","183","10","18"
"0500000US01081","Lee County, Alabama","159287","*****","153422","*****","107395","191","36389","425","226","107","6475","183","0","28","295","184","2642","477","71","60","2571","484","5865","*****","4591","320","286","206","0","28","102","96","18","30","566","263","302","162","175","126","127","105"
"0500000US01083","Limestone County, Alabama","93052","*****","87573","*****","71554","13","12405","291","821","160","1163","234","0","28","1","2","1629","400","8","13","1621","402","5479","*****","3589","612","63","72","32","50","11","18","24","36","1661","603","99","79","37","47","62","63"
"0500000US01085","Lowndes County, Alabama","10236","*****","10166","47","2505","19","7586","89","13","20","0","19","0","19","0","19","62","57","0","19","62","57","70","47","41","34","15","25","0","19","0","19","0","19","0","19","14","20","0","19","14","20"
"0500000US01087","Macon County, Alabama","19054","*****","18726","*****","2972","19","15583","52","43","33","50","46","0","19","9","14","69","37","0","19","69","37","328","*****","53","66","157","64","20","41","0","19","0","19","98","53","0","19","0","19","0","19"
"0500000US01089","Madison County, Alabama","357560","*****","340266","*****","232115","339","85293","901","1847","295","8992","410","307","51","1066","434","10646","1056","110","72","10536","1036","17294","*****","11720","950","719","317","128","98","81","58","17","29","3434","771","1195","322","669","311","526","167"
"0500000US01091","Marengo County, Alabama","19538","*****","19423","119","8791","12","10518","120","51","31","0","19","0","19","7","12","56","31","0","19","56","31","115","119","64","74","0","19","0","19","0","19","0","19","51","96","0","19","0","19","0","19"
"0500000US01093","Marion County, Alabama","29965","*****","29213","*****","27559","22","1047","116","122","54","49","41","0","22","0","22","436","138","0","22","436","138","752","*****","327","175","50","64","0","22","0","22","0","22","300","202","75","97","1","3","74","98"
"0500000US01095","Marshall County, Alabama","95145","*****","82184","*****","77297","99","2456","133","334","104","570","103","46","37","90","86","1391","175","60","51","1331","170","12961","*****","10590","823","0","28","55","74","0","28","0","28","2006","780","310","193","151","104","159","163"
"0500000US01097","Mobile County, Alabama","414659","*****","402686","*****","236987","284","146600","731","2872","375","8117","422","62","50","1315","484","6733","771","188","123","6545","750","11973","*****","6671","853","834","439","43","48","0","28","0","28","3689","910","736","291","300","146","436","260"
"0500000US01099","Monroe County, Alabama","21512","*****","21210","*****","11689","22","8774","171","346","47","120","22","0","22","0","22","281","185","0","22","281","185","302","*****","125","125","153","125","0","22","0","22","0","22","24","37","0","22","0","22","0","22"
"0500000US01101","Montgomery County, Alabama","226941","*****","219192","*****","78393","55","130513","437","283","103","6059","357","39","39","189","105","3716","574","294","184","3422","539","7749","*****","4469","574","353","175","131","106","45","53","17","20","2333","588","401","154","238","113","163","98"
"0500000US01103","Morgan County, Alabama","119122","*****","109431","*****","90497","95","15141","293","713","268","775","134","48","62","89","97","2168","377","26","31","2142","377","9691","*****","5469","796","87","102","27","46","0","28","0","28","3965","782","143","88","71","60","72","68"
"0500000US01105","Perry County, Alabama","9486","*****","9397","60","2798","17","6569","66","6","9","21","26","0","17","3","5","0","17","0","17","0","17","89","60","40","30","19","36","0","17","0","17","0","17","30","36","0","17","0","17","0","17"
"0500000US01107","Pickens County, Alabama","20298","*****","19366","*****","10925","17","8148","138","25","37","13","22","8","12","8","17","239","134","0","22","239","134","932","*****","437","133","219","153","0","22","0","22","0","22","254","113","22","34","22","34","0","22"
"0500000US01109","Pike County, Alabama","33403","*****","33140","114","18765","36","12661","463","209","56","715","69","3","5","21","36","766","472","0","25","766","472","263","114","195","99","36","26","0","25","0","25","0","25","2","4","30","41","29","40","1","2"
"0500000US01111","Randolph County, Alabama","22574","*****","21909","*****","16991","24","4413","223","51","64","68","73","51","79","13","22","322","151","7","11","315","152","665","*****","452","180","134","176","0","22","0","22","0","22","71","95","8","14","0","22","8","14"
"0500000US01113","Russell County, Alabama","58213","*****","55093","*****","27354","255","24787","571","160","129","451","125","72","105","240","268","2029","582","11","17","2018","583","3120","*****","1902","568","170","122","5","8","67","102","0","28","600","504","376","290","201","162","175","194"
"0500000US01115","St. Clair County, Alabama","87306","*****","85217","*****","75109","25","8212","235","285","133","700","120","8","16","0","28","903","282","16","25","887","278","2089","*****","1115","297","40","67","30","49","37","51","0","28","689","309","178","135","166","131","12","19"
"0500000US01117","Shelby County, Alabama","211261","*****","199136","*****","165058","219","25166","423","468","194","4249","400","47","28","471","275","3677","594","111","81","3566","581","12125","*****","4540","666","289","288","0","28","0","28","0","28","7044","706","252","173","194","170","58","58"
"0500000US01119","Sumter County, Alabama","12985","*****","12972","19","3201","19","9345","272","8","13","338","261","0","19","51","78","29","30","0","19","29","30","13","19","0","19","1","6","0","19","0","19","0","19","8","17","4","7","4","7","0","19"
"0500000US01121","Talladega County, Alabama","80565","*****","78747","*****","50655","55","25992","332","301","124","450","102","28","34","70","63","1251","381","26","29","1225","380","1818","*****","1065","268","18","28","44","77","20","29","0","28","608","273","63","64","23","32","40","59"
"0500000US01123","Tallapoosa County, Alabama","40636","*****","39682","*****","28000","25","11012","138","130","67","155","103","0","25","0","25","385","191","2","3","383","192","954","*****","251","229","133","72","0","25","0","25","0","25","555","248","15","22","13","21","2","5"
"0500000US01125","Tuscaloosa County, Alabama","206213","*****","198776","*****","127767","153","65058","301","283","110","3282","202","73","81","114","118","2199","366","64","102","2135","366","7437","*****","5110","838","202","147","110","174","20","25","0","28","1869","785","126","80","81","63","45","48"
"0500000US01127","Walker County, Alabama","64493","*****","62948","*****","57475","113","3954","170","55","35","309","81","0","28","80","113","1075","191","0","28","1075","191","1545","*****","1072","248","53","75","54","66","10","19","0","28","258","212","98","88","0","28","98","88"
"0500000US01129","Washington County, Alabama","16643","*****","16461","181","10835","19","4086","226","1218","184","62","56","0","19","0","19","260","217","0","19","260","217","182","181","168","180","0","19","9","16","0","19","0","19","5","12","0","19","0","19","0","19"
"0500000US01131","Wilcox County, Alabama","10809","*****","10739","51","2901","19","7511","383","11","12","0","19","0","19","0","19","316","367","0","19","316","367","70","51","2","5","0","19","11","16","0","19","0","19","57","48","0","19","0","19","0","19"
"0500000US01133","Winston County, Alabama","23875","*****","23141","*****","22428","7","90","53","93","48","31","44","9","15","0","22","490","84","4","7","486","83","734","*****","573","135","0","22","0","22","0","22","0","22","161","135","0","22","0","22","0","22"
"0500000US02013","Aleutians East Borough, Alaska","3425","*****","3079","94","515","85","117","93","1322","208","878","127","25","21","0","9","222","42","0","9","222","42","346","94","90","63","27","25","27","30","0","9","0","9","159","76","43","27","33","25","10","8"
"0500000US02016","Aleutians West Census Area, Alaska","5750","*****","4952","*****","1389","4","246","67","634","24","2270","74","147","13","4","4","262","49","7","7","255","48","798","*****","310","100","0","13","17","37","30","19","1","2","310","130","130","70","100","63","30","22"
"0500000US02020","Anchorage Municipality, Alaska","296112","*****","269265","*****","173209","354","15671","611","20443","946","27938","864","6694","362","800","417","24510","1469","278","164","24232","1450","26847","*****","13313","1072","768","266","1433","522","507","252","196","171","6013","1062","4617","706","1586","446","3031","553"
"0500000US02050","Bethel Census Area, Alaska","18040","*****","17611","*****","1794","15","119","38","14838","140","187","58","3","6","0","15","670","163","0","15","670","163","429","*****","192","126","0","15","89","59","0","15","0","15","124","127","24","22","15","19","9","10"
"0500000US02070","Dillingham Census Area, Alaska","4975","*****","4802","*****","789","9","67","83","3534","112","76","14","3","5","0","9","333","79","0","9","333","79","173","*****","86","35","0","9","53","32","0","9","0","9","34","21","0","9","0","9","0","9"
"0500000US02090","Fairbanks North Star Borough, Alaska","99653","*****","91702","*****","70188","58","4250","304","6693","610","2924","266","525","85","88","151","7034","661","62","58","6972","669","7951","*****","5093","598","243","121","540","347","144","125","36","57","1139","417","756","325","99","76","657","302"
"0500000US02100","Haines Borough, Alaska","2518","*****","2421","62","1959","124","1","3","212","97","74","57","4","9","0","9","171","86","0","9","171","86","97","62","81","56","0","9","5","6","0","9","0","9","11","33","0","9","0","9","0","9"
"0500000US02105","Hoonah-Angoon Census Area, Alaska","2132","*****","1990","70","921","105","65","46","769","107","60","46","3","5","0","9","172","39","0","9","172","39","142","70","50","33","3","4","52","31","0","9","0","9","24","51","13","9","0","9","13","9"
"0500000US02110","Juneau City and Borough, Alaska","32330","*****","30207","*****","21023","12","321","49","3414","445","2129","147","320","84","102","135","2898","476","11","13","2887","480","2123","*****","1159","267","4","9","118","71","185","159","0","20","313","224","344","174","165","148","179","98"
"0500000US02122","Kenai Peninsula Borough, Alaska","58220","*****","55845","*****","46954","72","317","70","4376","312","886","156","194","30","103","75","3015","392","0","22","3015","392","2375","*****","1535","213","53","49","117","72","0","22","0","22","415","156","255","111","163","90","92","71"
"0500000US02130","Ketchikan Gateway Borough, Alaska","13804","*****","13103","*****","8838","21","103","27","1934","146","1025","73","5","8","60","51","1138","156","7","10","1131","155","701","*****","381","84","0","15","79","52","37","38","0","15","83","38","121","54","37","27","84","44"
"0500000US02150","Kodiak Island Borough, Alaska","13649","*****","12430","*****","6753","81","27","26","1767","174","3141","126","57","48","44","73","641","210","20","32","621","208","1219","*****","531","165","9","12","95","65","3","8","33","52","149","90","399","151","388","152","11","12"
"0500000US02158","Kusilvak Census Area, Alaska","8198","*****","8117","67","298","13","23","19","7457","84","32","8","2","2","3","4","302","53","0","13","302","53","81","67","21","43","37","79","23","12","0","13","0","13","0","13","0","13","0","13","0","13"
"0500000US02170","Matanuska-Susitna Borough, Alaska","103464","*****","98520","*****","82220","224","1022","170","5751","415","1433","188","195","73","207","190","7692","524","173","113","7519","510","4944","*****","3707","205","99","85","137","65","4","7","31","27","277","90","689","148","174","84","515","137"
"0500000US02180","Nome Census Area, Alaska","9925","*****","9672","*****","1464","13","83","6","7322","115","155","63","43","31","0","13","605","139","1","6","604","136","253","*****","137","53","6","9","74","45","5","11","0","13","23","18","8","10","6","10","2","3"
"0500000US02185","North Slope Borough, Alaska","9797","*****","9590","97","3043","13","75","42","5068","232","540","46","169","12","0","13","695","194","5","11","690","193","207","97","56","51","9","20","25","23","8","13","6","11","98","54","5","7","5","7","0","13"
"0500000US02188","Northwest Arctic Borough, Alaska","7734","*****","7645","50","842","13","77","30","6379","72","76","12","0","13","0","13","271","69","1","3","270","69","89","50","17","16","10","23","3","6","0","13","0","13","41","41","18","12","0","13","18","12"
"0500000US02195","Petersburg Borough, Alaska","3255","*****","2918","158","2050","168","23","13","221","55","299","80","17","13","1","3","307","72","2","3","305","72","337","158","296","167","0","9","16","16","3","4","0","9","5","6","17","13","4","4","13","12"
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","6474","*****","6230","*****","2936","10","24","21","2533","87","76","16","41","4","9","9","611","81","9","9","602","81","244","*****","117","42","0","13","50","29","0","13","0","13","15","17","62","30","9","10","53","29"
"0500000US02220","Sitka City and Borough, Alaska","8738","*****","8172","*****","5409","39","88","25","1045","124","619","53","8","12","3","5","1000","143","37","40","963","140","566","*****","246","63","15","27","73","49","13","16","0","13","42","33","177","70","32","30","145","59"
"0500000US02240","Southeast Fairbanks Census Area, Alaska","6876","*****","6495","*****","5106","11","24","18","907","85","156","20","0","13","0","13","302","87","8","11","294","86","381","*****","163","69","23","19","0","13","0","13","2","6","140","80","53","41","2","4","51","41"
"0500000US02261","Valdez-Cordova Census Area, Alaska","9301","*****","8835","*****","6478","41","25","23","1186","145","327","133","57","8","25","29","737","205","17","26","720","197","466","*****","325","90","0","13","2","5","0","13","0","13","100","75","39","36","7","12","32","31"
"0500000US02275","Wrangell City and Borough, Alaska","2484","*****","2363","69","1642","99","2","3","434","75","69","52","9","11","0","9","207","71","0","9","207","71","121","69","28","20","0","9","62","56","0","9","0","9","30","35","1","3","0","9","1","3"
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","5415","*****","5284","*****","1160","13","7","7","3782","57","33","22","0","13","0","13","302","60","0","13","302","60","131","*****","69","17","0","13","38","19","0","13","0","13","8","6","16","12","4","5","12","11"
"0500000US04001","Apache County, Arizona","71522","*****","67077","*****","13102","9","513","132","52307","231","286","78","14","16","21","34","834","285","34","50","800","278","4445","*****","3260","326","0","29","401","181","0","29","4","5","476","172","304","187","117","77","187","174"
"0500000US04003","Cochise County, Arizona","126279","*****","81681","*****","69712","214","4455","297","1253","147","2333","214","420","56","291","221","3217","404","156","81","3061","408","44598","*****","37531","1078","279","175","389","133","29","36","44","63","3805","740","2521","539","885","284","1636","421"
"0500000US04005","Coconino County, Arizona","140217","*****","120551","*****","75820","254","1704","247","36365","365","2767","263","176","62","267","206","3452","620","140","145","3312","594","19666","*****","13682","727","165","88","1023","306","141","124","0","29","3599","624","1056","379","363","214","693","320"
"0500000US04007","Gila County, Arizona","53400","*****","43408","*****","33335","90","305","92","8410","207","471","47","0","29","0","29","887","249","56","90","831","230","9992","*****","7760","532","12","18","152","78","15","24","20","28","1133","498","900","242","110","58","790","235"
"0500000US04009","Graham County, Arizona","37879","*****","25426","*****","19286","26","683","73","4745","150","246","50","51","37","0","26","415","142","0","26","415","142","12453","*****","10631","400","69","76","63","50","0","26","0","26","996","322","694","245","189","94","505","229"
"0500000US04011","Greenlee County, Arizona","9504","*****","5090","*****","4474","17","203","7","369","30","29","30","0","17","0","17","15","12","0","17","15","12","4414","*****","4168","125","10","15","67","79","0","17","0","17","163","100","6","12","3","8","3","8"
"0500000US04012","La Paz County, Arizona","20701","*****","15087","*****","11973","23","168","59","2346","107","158","29","8","13","0","23","434","120","0","23","434","120","5614","*****","3941","363","2","6","578","221","0","23","0","23","932","299","161","83","79","64","82","47"
"0500000US04013","Maricopa County, Arizona","4253913","*****","2942822","*****","2368876","1082","220519","2237","67454","1180","172890","1858","8337","429","6437","1136","98309","3349","3369","540","94940","3300","1311091","*****","932938","7840","12171","1172","15245","1454","3850","805","1068","418","290132","6415","55687","2999","27404","2066","28283","1903"
"0500000US04015","Mohave County, Arizona","206064","*****","172583","*****","159907","159","2030","238","4344","300","2427","186","446","122","159","157","3270","458","49","34","3221","459","33481","*****","26603","989","232","150","518","184","85","100","63","79","4817","893","1163","330","635","247","528","215"
"0500000US04017","Navajo County, Arizona","108705","*****","96376","*****","45073","152","788","89","47144","373","685","111","87","47","117","119","2482","409","41","48","2441","410","12329","*****","6861","557","176","114","1184","341","0","29","0","29","3342","477","766","236","245","138","521","186"
"0500000US04019","Pima County, Arizona","1019722","*****","642896","*****","531149","261","32824","773","25076","717","28133","695","1374","246","1180","253","23160","1184","735","212","22425","1181","376826","*****","246303","4395","3149","577","13124","1399","1342","397","236","110","87667","3410","25005","2126","10865","1029","14140","1773"
"0500000US04021","Pinal County, Arizona","419721","*****","294348","*****","239869","198","17529","652","17488","897","7075","361","1320","157","494","405","10573","1131","283","233","10290","1099","125373","*****","96742","2370","1253","457","3294","963","514","338","90","70","17552","1817","5928","1029","2452","621","3476","803"
"0500000US04023","Santa Cruz County, Arizona","46584","*****","7685","*****","6928","23","100","71","99","100","392","72","0","26","18","23","148","112","0","26","148","112","38899","*****","32728","1095","148","119","263","165","38","55","0","26","5358","1072","364","175","232","155","132","100"
